Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-01 00:00:00-05:00,111.49119584294313,114.91726823561653,111.23300488056258,114.29163360595703,46132700,0.0,0.0
2016-02-02 00:00:00-05:00,114.00365635292634,116.77429596411045,112.41474920014916,113.81497192382812,59778600,0.0,0.0
2016-02-03 00:00:00-05:00,114.47036856903193,114.53988267590798,108.98866414781784,111.90827178955078,56919300,0.0,0.0
2016-02-04 00:00:00-05:00,111.0244668099525,111.16349504935461,108.49215266453967,109.72354888916016,38890200,0.0,0.0
2016-02-05 00:00:00-05:00,108.75034954953901,108.81986366817654,102.46425788350048,103.34808349609375,76894700,0.0,0.0
2016-02-08 00:00:00-05:00,99.71347739755463,101.96772747927574,96.78393647487201,99.05805206298828,71229700,0.0,0.0
2016-02-09 00:00:00-05:00,96.46615703722263,101.6896715037443,96.14837712156755,98.8495101928711,62709000,0.0,0.0
2016-02-10 00:00:00-05:00,100.8455575296948,102.53376171376445,99.54463975934144,100.29936981201172,45179400,0.0,0.0
2016-02-11 00:00:00-05:00,98.90908305621565,104.38086284819977,98.194076413343,101.20306396484375,43670600,0.0,0.0
2016-02-12 00:00:00-05:00,103.02037082965155,103.5169024131828,100.38875192164181,101.30237579345703,36176800,0.0,0.0
2016-02-16 00:00:00-05:00,103.07995438446963,103.20904986191147,99.54464454249084,100.90514373779297,45687200,0.0,0.0
2016-02-17 00:00:00-05:00,101.31228929222415,104.98662713271221,99.70353199595888,104.47023010253906,44073400,0.0,0.0
2016-02-18 00:00:00-05:00,105.06608194803556,105.26469154300024,102.31529284130544,102.75224304199219,29593500,0.0,0.0
2016-02-19 00:00:00-05:00,101.83863539686297,104.29149516568141,101.35202896804006,103.84461975097656,32404500,0.0,0.0
2016-02-22 00:00:00-05:00,104.75823518663938,107.49909174894822,104.60927419086165,106.41665649414062,35709700,0.0,0.0
2016-02-23 00:00:00-05:00,106.10879650925261,106.72449839237603,104.39080149533805,104.72843933105469,25319300,0.0,0.0
2016-02-24 00:00:00-05:00,103.48711112935595,106.20810206989196,102.02730707001729,106.13858795166016,34412400,0.0,0.0
2016-02-25 00:00:00-05:00,106.36698810222684,107.32032775878906,104.87739346826022,107.32032775878906,29906300,0.0,0.0
2016-02-26 00:00:00-05:00,107.94595949121238,108.69075684071882,106.41664893418645,107.17137145996094,26686200,0.0,0.0
2016-02-29 00:00:00-05:00,106.85359747966938,108.1545154075376,106.00949528543084,106.17831420898438,32779000,0.0,0.0
2016-03-01 00:00:00-05:00,107.08200343468418,109.05819702148438,106.85359557194724,109.05819702148438,26817300,0.0,0.0
2016-03-02 00:00:00-05:00,108.91917028042253,109.78313797768496,108.01547914663958,109.18729400634766,25670200,0.0,0.0
2016-03-03 00:00:00-05:00,109.48520518531464,109.53486137018172,107.7870682181474,108.81985473632812,21353100,0.0,0.0
2016-03-04 00:00:00-05:00,109.28660340573006,109.28660340573006,107.18130678637601,107.63811492919922,24938900,0.0,0.0
2016-03-07 00:00:00-05:00,107.32033862951725,107.32033862951725,103.99357845864385,104.99657440185547,31436400,0.0,0.0
2016-03-08 00:00:00-05:00,104.05315108316962,106.62518846867854,103.6757898302422,105.19517517089844,25617000,0.0,0.0
2016-03-09 00:00:00-05:00,105.95984246122435,106.76422882080078,104.75823687513291,106.76422882080078,20493300,0.0,0.0
2016-03-10 00:00:00-05:00,107.16144984275631,107.90624721699909,105.03628769789724,106.5755386352539,24854300,0.0,0.0
2016-03-11 00:00:00-05:00,107.72749012289157,108.66096429963336,107.17136962610952,108.65103912353516,20697600,0.0,0.0
2016-03-14 00:00:00-04:00,108.5219317232412,109.56465098353499,108.01546743311535,109.12770080566406,17249400,0.0,0.0
2016-03-15 00:00:00-04:00,108.35310682656633,110.06117643490789,108.08497556807549,109.90228271484375,17618500,0.0,0.0
2016-03-16 00:00:00-04:00,109.7235382814963,111.71959720632765,109.3362442839653,111.40181732177734,24744800,0.0,0.0
2016-03-17 00:00:00-04:00,111.37203653642892,111.90829155984004,109.96188864697976,110.24987030029297,24241200,0.0,0.0
2016-03-18 00:00:00-04:00,110.78612506726778,111.64016000148597,109.5050726659405,110.67688751220703,36256900,0.0,0.0
2016-03-21 00:00:00-04:00,110.88542747532726,111.59050135502261,110.2597928841481,111.07410430908203,18448000,0.0,0.0
2016-03-22 00:00:00-04:00,110.58751078498734,112.0969634092416,110.39882636577916,111.4713363647461,19001100,0.0,0.0
2016-03-23 00:00:00-04:00,111.23300088493995,112.40481565582274,111.22306813244504,111.75932312011719,18562000,0.0,0.0
2016-03-24 00:00:00-04:00,111.3521765521017,112.30551633772983,110.90530113200047,112.26580047607422,17839100,0.0,0.0
2016-03-28 00:00:00-04:00,112.53391583574421,113.79510270238202,112.16647974277748,112.90135192871094,21351800,0.0,0.0
2016-03-29 00:00:00-04:00,113.04038467219853,115.5131098924899,112.85170024173443,115.33435821533203,29825300,0.0,0.0
2016-03-30 00:00:00-04:00,115.92025948774817,116.17845043978348,113.56669720324793,113.90433502197266,33235200,0.0,0.0
2016-03-31 00:00:00-04:00,113.90432322399128,114.21217790640829,112.98077432967916,113.30848693847656,21207500,0.0,0.0
2016-04-01 00:00:00-04:00,112.9609322698284,115.36414325229293,112.56370549820085,115.2549057006836,24760500,0.0,0.0
2016-04-04 00:00:00-04:00,113.27871692494733,113.75539058619546,110.83578240516884,111.7692642211914,48487900,0.0,0.0
2016-04-05 00:00:00-04:00,111.33231365264052,112.53391919058107,111.12377129413555,111.4415512084961,22962400,0.0,0.0
2016-04-06 00:00:00-04:00,111.68982258939512,113.02052367968633,111.64016639735154,112.92121887207031,20814600,0.0,0.0
2016-04-07 00:00:00-04:00,113.00065318280181,114.09302109804635,112.28564652512311,112.85169219970703,20714500,0.0,0.0
