Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-02-01 00:00:00-05:00,43.39332022443346,43.86017619284286,43.25648503609195,43.71529006958008,1486100,0.0,0.0,0.0
2016-02-02 00:00:00-05:00,43.07940939401454,43.62675639110286,42.580358803916106,42.67694854736328,1313200,0.0,0.0,0.0
2016-02-03 00:00:00-05:00,43.03110348887276,43.159890808552944,42.14569104988798,43.06330108642578,1592800,0.0,0.0,0.0
2016-02-04 00:00:00-05:00,42.94256650205293,43.40942250793379,42.8620755695718,43.15184783935547,1194000,0.0,0.0,0.0
2016-02-05 00:00:00-05:00,42.96670989520966,43.07939841226037,42.27447692414757,42.411312103271484,606900,0.0,0.0,0.0
2016-02-08 00:00:00-05:00,41.94445622986938,41.9766538240133,41.236124511361105,41.72712707519531,1730200,0.0,0.0,0.0
2016-02-09 00:00:00-05:00,41.203929741048874,41.735177798705244,41.10734002252911,41.4293098449707,1217200,0.0,0.0,0.0
2016-02-10 00:00:00-05:00,41.63054058964599,42.04910013436038,41.38906168538367,41.45345687866211,1191600,0.0,0.0,0.0
2016-02-11 00:00:00-05:00,41.00270124679988,41.07514430663916,40.51974956155928,40.89806365966797,2963800,0.0,0.0,0.0
2016-02-12 00:00:00-05:00,41.13149863317126,41.654698978994894,41.01881008374037,41.622501373291016,322100,0.0,0.0,0.0
2016-02-16 00:00:00-05:00,42.20202969936498,42.66083465663342,41.944455094250465,42.38716125488281,640700,0.0,0.0,0.0
2016-02-17 00:00:00-05:00,42.709137758167586,43.27258037631688,42.66084136066966,43.21623611450195,1091100,0.0,0.0,0.0
2016-02-18 00:00:00-05:00,43.42552564875347,43.44967231680472,42.96672053258423,43.03111267089844,739100,0.0,0.0,0.0
2016-02-19 00:00:00-05:00,42.71719109897427,42.99891244416656,42.612550426246116,42.97476577758789,359100,0.0,0.0,0.0
2016-02-22 00:00:00-05:00,43.35307369089055,43.683091392277184,43.25648396794449,43.626747131347656,5952000,0.0,0.0,0.0
2016-02-23 00:00:00-05:00,43.46576419759476,43.4818629972429,42.99890821939483,43.01500701904297,986800,0.0,0.0,0.0
2016-02-24 00:00:00-05:00,42.54816765691312,43.12771234662051,42.250347444939294,43.047218322753906,2221000,0.0,0.0,0.0
2016-02-25 00:00:00-05:00,43.18403568326874,43.51405334472656,43.00695198718303,43.51405334472656,390900,0.0,0.0,0.0
2016-02-26 00:00:00-05:00,43.67504018846722,43.82797724193247,43.37722008674149,43.45771408081055,530500,0.0,0.0,0.0
2016-02-29 00:00:00-05:00,43.4657594647021,43.65089103469906,43.16793937997062,43.175987243652344,656000,0.0,0.0,0.0
2016-03-01 00:00:00-05:00,43.6267391727888,44.27067565917969,43.54624519290783,44.27067565917969,765400,0.0,0.0,0.0
2016-03-02 00:00:00-05:00,44.25458049994762,44.56045150756836,44.11774532870221,44.56045150756836,727500,0.0,0.0,0.0
2016-03-03 00:00:00-05:00,44.632901165180506,44.930721282958984,44.52021263794174,44.930721282958984,682400,0.0,0.0,0.0
2016-03-04 00:00:00-05:00,45.05951521657659,45.4136796499026,44.94682667281525,45.23659896850586,595600,0.0,0.0,0.0
2016-03-07 00:00:00-05:00,44.91462906873129,45.3492875122672,44.86633573313787,45.23659896850586,685700,0.0,0.0,0.0
2016-03-08 00:00:00-05:00,44.95486239034566,44.970961188037236,44.58459925503447,44.64899444580078,1267600,0.0,0.0,0.0
2016-03-09 00:00:00-05:00,44.85828243911224,44.96292311161897,44.72949510007794,44.890480041503906,427100,0.0,0.0,0.0
2016-03-10 00:00:00-05:00,45.0595036962328,45.30903045828832,44.41556713185117,44.8421745300293,732400,0.0,0.0,0.0
2016-03-11 00:00:00-05:00,45.389523030838106,45.808082580566406,45.37342423232565,45.808082580566406,363900,0.0,0.0,0.0
2016-03-14 00:00:00-04:00,45.75978587902393,45.80003441030185,45.550507640825195,45.70344161987305,455400,0.0,0.0,0.0
2016-03-15 00:00:00-04:00,45.38989916832821,45.47070910163843,45.212123480213265,45.35757827758789,231700,0.222,0.0,0.0
2016-03-16 00:00:00-04:00,45.20404537469538,45.88283346809023,45.20404537469538,45.8343505859375,325900,0.0,0.0,0.0
2016-03-17 00:00:00-04:00,45.81820163359629,46.327293619132064,45.737391669376755,46.25456619262695,567200,0.0,0.0,0.0
2016-03-18 00:00:00-04:00,46.34343711845839,46.44848849571779,46.23030628875623,46.335357666015625,348100,0.0,0.0,0.0
2016-03-21 00:00:00-04:00,46.30303369107675,46.375761093397266,46.14949943399295,46.335357666015625,333600,0.0,0.0,0.0
2016-03-22 00:00:00-04:00,46.10911133961673,46.359614522234935,45.99597738970938,46.25456619262695,2995100,0.0,0.0,0.0
2016-03-23 00:00:00-04:00,46.1656802696816,46.1656802696816,45.753557127411774,45.79396057128906,744100,0.0,0.0,0.0
2016-03-24 00:00:00-04:00,45.45456722478173,45.696990966796875,45.3575983444927,45.696990966796875,311400,0.0,0.0,0.0
2016-03-28 00:00:00-04:00,46.00405928212226,46.00405928212226,45.70507012516627,45.858604431152344,956700,0.0,0.0,0.0
2016-03-29 00:00:00-04:00,45.713147252386015,46.35961151123047,45.58385440061713,46.35961151123047,738800,0.0,0.0,0.0
2016-03-30 00:00:00-04:00,46.69091986904857,46.844457234123794,46.52122359641383,46.64243698120117,630200,0.0,0.0,0.0
2016-03-31 00:00:00-04:00,46.610111311893874,46.75556613533404,46.54546335366077,46.61819076538086,5020200,0.0,0.0,0.0
2016-04-01 00:00:00-04:00,46.0606085776836,46.55353839076345,45.890912338533305,46.537376403808594,1185600,0.0,0.0,0.0
2016-04-04 00:00:00-04:00,46.5616317102407,46.65860366085068,46.286884015348555,46.351531982421875,280600,0.0,0.0,0.0
2016-04-05 00:00:00-04:00,45.8505187290486,45.899001617709565,45.69698136139695,45.73738479614258,329000,0.0,0.0,0.0
2016-04-06 00:00:00-04:00,45.78587024427262,46.2868796110801,45.69698083929714,46.27071762084961,450500,0.0,0.0,0.0
2016-04-07 00:00:00-04:00,46.020223059826215,46.10102994346176,45.4303241780487,45.583858489990234,4588900,0.0,0.0,0.0
2016-04-08 00:00:00-04:00,46.14950610937388,46.27879894524728,45.890920437627074,46.01213073730469,1302400,0.0,0.0,0.0
2016-04-11 00:00:00-04:00,46.359612315865604,46.521229154027985,46.0444611768706,46.06062316894531,468800,0.0,0.0,0.0
2016-04-12 00:00:00-04:00,46.294960147155955,46.682838648174815,46.06061592281613,46.610111236572266,404600,0.0,0.0,0.0
2016-04-13 00:00:00-04:00,47.0707220033717,47.272742269480595,46.989915129962,47.24850082397461,642000,0.0,0.0,0.0
2016-04-14 00:00:00-04:00,47.24849443496823,47.33738383324994,47.15960503668652,47.20808792114258,376900,0.0,0.0,0.0
2016-04-15 00:00:00-04:00,47.1838551293226,47.224258567971376,47.086886260048594,47.14345169067383,244400,0.0,0.0,0.0
2016-04-18 00:00:00-04:00,47.046475335104596,47.48283671869378,46.98182737748588,47.458595275878906,256800,0.0,0.0,0.0
2016-04-19 00:00:00-04:00,47.91920266203992,48.08081947848447,47.709102958471064,47.9515266418457,396100,0.0,0.0,0.0
2016-04-20 00:00:00-04:00,47.92729751440423,48.12931781622801,47.765680656428174,47.96770095825195,1308900,0.0,0.0,0.0
2016-04-21 00:00:00-04:00,47.99192501884437,47.99192501884437,47.60404654979524,47.692935943603516,363200,0.0,0.0,0.0
2016-04-22 00:00:00-04:00,47.676780625813386,47.77374948599647,47.49092235938561,47.668701171875,367800,0.0,0.0,0.0
2016-04-25 00:00:00-04:00,47.51516342163086,47.531325411962136,47.33738769315577,47.51516342163086,321700,0.0,0.0,0.0
2016-04-26 00:00:00-04:00,47.62021154050283,47.757583824988686,47.498998162651816,47.68485641479492,432000,0.0,0.0,0.0
2016-04-27 00:00:00-04:00,47.60404919450636,47.83839341255039,47.474756364306934,47.741424560546875,211500,0.0,0.0,0.0
2016-04-28 00:00:00-04:00,47.45859922956942,47.822236315007935,47.27274095980853,47.37779235839844,248300,0.0,0.0,0.0
2016-04-29 00:00:00-04:00,47.272734158548296,47.32929957674667,46.85253170722889,47.086875915527344,379600,0.0,0.0,0.0
2016-05-02 00:00:00-04:00,47.23234315461683,47.46668742456635,47.167695183905956,47.4182014465332,300700,0.0,0.0,0.0
2016-05-03 00:00:00-04:00,47.07071865750577,47.086880647555816,46.65859870027505,46.80405044555664,780800,0.0,0.0,0.0
2016-05-04 00:00:00-04:00,46.521226361963826,46.63435721711228,46.294964651666916,46.4000129699707,276000,0.0,0.0,0.0
2016-05-05 00:00:00-04:00,46.49699248855247,46.61012336212409,46.26264820324835,46.39194107055664,702300,0.0,0.0,0.0
2016-05-06 00:00:00-04:00,46.206067240639776,46.5616217356205,46.15758127572164,46.54545974731445,214400,0.0,0.0,0.0
2016-05-09 00:00:00-04:00,46.545462943748575,46.585869458580575,46.28687727826209,46.3676872253418,194700,0.0,0.0,0.0
2016-05-10 00:00:00-04:00,46.634358204258874,47.03839874267578,46.634358204258874,47.03839874267578,223600,0.0,0.0,0.0
2016-05-11 00:00:00-04:00,46.860614375555755,47.014148642160215,46.682835584951775,46.70707702636719,156100,0.0,0.0,0.0
2016-05-12 00:00:00-04:00,46.98991886268027,47.01416031011191,46.41617891859076,46.62628173828125,371200,0.0,0.0,0.0
2016-05-13 00:00:00-04:00,46.42425040161464,46.569705216738654,46.08485480546391,46.173744201660156,255600,0.0,0.0,0.0
2016-05-16 00:00:00-04:00,46.24647782531151,46.77981119159133,46.24647782531151,46.690921783447266,290000,0.0,0.0,0.0
2016-05-17 00:00:00-04:00,46.65051846221195,46.69092189803535,46.18183305800832,46.303043365478516,498600,0.0,0.0,0.0
2016-05-18 00:00:00-04:00,46.17375717939346,46.67476663753351,46.05254685444514,46.27880859375,297400,0.0,0.0,0.0
2016-05-19 00:00:00-04:00,46.06062522460571,46.11719065809931,45.769715519447246,46.02830123901367,718900,0.0,0.0,0.0
2016-05-20 00:00:00-04:00,46.23840770210101,46.48891090369352,46.23840770210101,46.41618347167969,303100,0.0,0.0,0.0
2016-05-23 00:00:00-04:00,46.38385155246305,46.43233444057008,46.246476176796094,46.27071762084961,372400,0.0,0.0,0.0
2016-05-24 00:00:00-04:00,46.57779961310408,47.00608166027067,46.513154720411535,46.941436767578125,224500,0.0,0.0,0.0
2016-05-25 00:00:00-04:00,47.09496535194833,47.377795585480506,47.09496535194833,47.2969856262207,369200,0.0,0.0,0.0
2016-05-26 00:00:00-04:00,47.377779219181555,47.515151478591875,47.296969287836944,47.35353469848633,282600,0.0,0.0,0.0
2016-05-27 00:00:00-04:00,47.28890105394926,47.450517872393824,47.28890105394926,47.426273345947266,352700,0.0,0.0,0.0
2016-05-31 00:00:00-04:00,47.53941006759387,47.62829639450149,47.24850039383192,47.39395523071289,722700,0.0,0.0,0.0
2016-06-01 00:00:00-04:00,47.240417791429024,47.50708601953546,47.143448927837866,47.48284149169922,212500,0.0,0.0,0.0
2016-06-02 00:00:00-04:00,47.31313617399001,47.59596633911133,47.22424678159713,47.59596633911133,289900,0.0,0.0,0.0
2016-06-03 00:00:00-04:00,47.604048389029266,47.77374464781015,47.37778671065476,47.733341217041016,415600,0.0,0.0,0.0
