Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-01 00:00:00-05:00,37.24366098815808,37.61090927042448,36.88684017325421,37.32008743286133,102784000,0.0,0.0
2016-02-02 00:00:00-05:00,38.93299543132762,39.19949790632756,37.94788360595703,37.94788360595703,126962000,0.0,0.0
2016-02-03 00:00:00-05:00,38.224315622579745,38.43671946100992,35.75682199595203,36.07691955566406,123420000,0.0,0.0
2016-02-04 00:00:00-05:00,35.871455748761534,36.079395516459414,34.831753123972895,35.136966705322266,103374000,0.0,0.0
2016-02-05 00:00:00-05:00,34.93150409407874,34.93745994228645,33.75433239965976,33.9240608215332,102114000,0.0,0.0
2016-02-08 00:00:00-05:00,33.14392409815193,33.94689992846802,32.90620502589147,33.88288116455078,84948000,0.0,0.0
2016-02-09 00:00:00-05:00,33.3657491978132,34.73448114940966,33.189568917976814,33.65309143066406,72178000,0.0,0.0
2016-02-10 00:00:00-05:00,34.08733615862111,34.80445744230759,33.85259696662585,33.951358795166016,52760000,0.0,0.0
2016-02-11 00:00:00-05:00,33.49875006407995,34.21090746493768,33.19443385688364,33.90122985839844,60480000,0.0,0.0
2016-02-12 00:00:00-05:00,34.25607322506699,34.42927369928266,33.67741310626714,33.865997314453125,42828000,0.0,0.0
2016-02-16 00:00:00-05:00,34.3910553034491,34.64018998596316,33.99750739389863,34.29279327392578,50400000,0.0,0.0
2016-02-17 00:00:00-05:00,34.64465711472665,35.223317229867966,34.31165588154884,35.15631866455078,49852000,0.0,0.0
2016-02-18 00:00:00-05:00,35.23572804892965,35.35235364889698,34.54242630362685,34.60793685913086,37664000,0.0,0.0
2016-02-19 00:00:00-05:00,34.49279687292087,34.89234989561825,34.44416185807573,34.784610748291016,31786000,0.0,0.0
2016-02-22 00:00:00-05:00,35.10917817259746,35.39652044532099,34.864015276842444,35.0600471496582,38996000,0.0,0.0
2016-02-23 00:00:00-05:00,34.81140742077595,35.15632036812345,34.42083927479936,34.53349304199219,40186000,0.0,0.0
2016-02-24 00:00:00-05:00,34.18957211408741,34.73944880908225,33.78560425429186,34.717613220214844,39272000,0.0,0.0
2016-02-25 00:00:00-05:00,34.73994473861081,35.03622266910347,34.27220423837553,35.02480697631836,32844000,0.0,0.0
2016-02-26 00:00:00-05:00,35.16525081572277,35.40594583530344,34.78212280500499,34.991058349609375,44870000,0.0,0.0
2016-02-29 00:00:00-05:00,34.75532985591445,35.27989515888286,34.624312531483646,34.628780364990234,49622000,0.0,0.0
