Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-29 00:00:00-05:00,84.31224585586354,84.58308782205502,82.93096698144106,83.39139556884766,3117200,0.0,0.0,0.0
2021-02-01 00:00:00-05:00,84.3393133823831,84.93516284484505,83.91499759325947,84.81779479980469,2581600,0.0,0.0,0.0
2021-02-02 00:00:00-05:00,85.56713159286767,86.12686842857136,85.56713159286767,85.99144744873047,1328100,0.0,0.0,0.0
2021-02-03 00:00:00-05:00,86.13590673400428,86.3706291083109,85.747703560746,86.12687683105469,1290900,0.0,0.0,0.0
2021-02-04 00:00:00-05:00,86.19910002036377,86.72271728515625,86.1178446715423,86.72271728515625,957000,0.0,0.0,0.0
2021-02-05 00:00:00-05:00,87.15606282758102,87.29148381670214,86.83105520880937,87.25537109375,975700,0.0,0.0,0.0
2021-02-08 00:00:00-05:00,87.61647726144025,87.89634220929756,87.49910920888344,87.8602294921875,1048700,0.0,0.0,0.0
2021-02-09 00:00:00-05:00,87.8151188478094,88.26651764434709,87.75192329180608,88.131103515625,847600,0.0,0.0,0.0
2021-02-10 00:00:00-05:00,88.60055191687144,88.67277737468567,87.62552889977562,88.1220703125,1397000,0.0,0.0,0.0
2021-02-11 00:00:00-05:00,88.56442590772444,88.67276407820047,87.99566601027017,88.57345581054688,856400,0.0,0.0,0.0
2021-02-12 00:00:00-05:00,88.32971230427229,88.99778747558594,88.30262947880263,88.99778747558594,1006100,0.0,0.0,0.0
2021-02-16 00:00:00-05:00,89.44013516769054,89.54847333169431,88.89845812326635,89.11512756347656,1096400,0.0,0.0,0.0
2021-02-17 00:00:00-05:00,88.60957108017061,88.92554881005793,88.23039780430582,88.82624053955078,763800,0.0,0.0,0.0
2021-02-18 00:00:00-05:00,88.1942815249123,88.46511661627143,87.64357455167846,88.3477554321289,1212700,0.0,0.0,0.0
2021-02-19 00:00:00-05:00,88.69081699604762,88.97068888116127,88.4470647222237,88.57345581054688,1006300,0.0,0.0,0.0
2021-02-22 00:00:00-05:00,87.79705251941384,88.26650416549323,87.61649578349054,87.62551879882812,812700,0.0,0.0,0.0
2021-02-23 00:00:00-05:00,87.20120516361482,88.03178407876565,86.09979802532442,87.78802490234375,2447600,0.0,0.0,0.0
2021-02-24 00:00:00-05:00,87.26440129109707,88.41095097555913,87.00258921465823,88.3477554321289,1553900,0.0,0.0,0.0
2021-02-25 00:00:00-05:00,88.20330889524502,88.4831807909396,86.0546534247206,86.33451843261719,2147600,0.0,0.0,0.0
2021-02-26 00:00:00-05:00,86.40672824017156,86.49700659207278,85.15184055169344,85.62129211425781,3535500,0.0,0.0,0.0
2021-03-01 00:00:00-05:00,86.79495586186397,87.86928714991353,86.76787303742552,87.6526107788086,5662400,0.0,0.0,0.0
2021-03-02 00:00:00-05:00,87.59843367695025,87.64357630364465,86.97550124511602,87.0838394165039,1937400,0.0,0.0,0.0
2021-03-03 00:00:00-05:00,86.98454421862336,87.20121370615888,86.12688928493776,86.16300201416016,2358900,0.0,0.0,0.0
2021-03-04 00:00:00-05:00,86.08172877437457,86.54215736659168,84.05946457248766,84.90809631347656,3340100,0.0,0.0,0.0
2021-03-05 00:00:00-05:00,85.71158705202426,86.271317029822,83.9150152732674,86.07270050048828,5813600,0.0,0.0,0.0
2021-03-08 00:00:00-05:00,85.93728276753225,86.53312544254193,85.39559884214516,85.45880126953125,2303200,0.0,0.0,0.0
2021-03-09 00:00:00-05:00,86.47895614786982,87.2373025908652,86.30742245289836,86.78590393066406,3154600,0.0,0.0,0.0
2021-03-10 00:00:00-05:00,87.27341000781591,87.47202650828474,86.83104127627858,87.1921615600586,2126700,0.0,0.0,0.0
2021-03-11 00:00:00-05:00,87.83316396556286,88.57345759254865,87.76093851712574,88.3116455078125,1134300,0.0,0.0,0.0
2021-03-12 00:00:00-05:00,87.78802461855835,88.32970172648089,87.58940807183386,88.3206787109375,1809700,0.0,0.0,0.0
2021-03-15 00:00:00-04:00,88.25747987156377,88.75401433205853,87.78802134448749,88.6908187866211,1152100,0.0,0.0,0.0
2021-03-16 00:00:00-04:00,88.91651685483603,88.97068938427924,88.40192259581094,88.61859893798828,2499700,0.0,0.0,0.0
2021-03-17 00:00:00-04:00,88.1581854470314,89.17834423724972,87.93248605105221,88.99778747558594,1325900,0.0,0.0,0.0
2021-03-18 00:00:00-04:00,88.39289650074484,88.85331821428363,87.58037746538591,87.69773864746094,1429200,0.0,0.0,0.0
2021-03-19 00:00:00-04:00,87.66163380634652,88.10400264233681,87.12898660004365,87.78802490234375,1042500,0.0,0.0,0.0
2021-03-22 00:00:00-04:00,87.79979213776078,88.45150303999448,87.78169212637229,88.1799545288086,1902500,0.253,0.0,0.0
2021-03-23 00:00:00-04:00,87.781680363438,87.92650115243613,86.89462799742785,87.08470916748047,2397200,0.0,0.0,0.0
2021-03-24 00:00:00-04:00,87.15711919270143,87.41961419862405,86.3605876237311,86.38774108886719,2231200,0.0,0.0,0.0
2021-03-25 00:00:00-04:00,86.11618864317464,86.99418747271078,85.66361249646644,86.88556671142578,5577300,0.0,0.0,0.0
2021-03-26 00:00:00-04:00,87.20238233880912,88.29762286305723,87.01230115600777,88.2433090209961,2400000,0.0,0.0,0.0
2021-03-29 00:00:00-04:00,87.80884941666451,88.08944449286982,87.36531970204643,87.90841674804688,2314400,0.0,0.0,0.0
2021-03-30 00:00:00-04:00,87.62781712373237,87.94462604434507,87.37437551185499,87.89031219482422,2491800,0.0,0.0,0.0
2021-03-31 00:00:00-04:00,87.8359830353974,88.42433343174356,87.8359830353974,88.06227111816406,3108400,0.0,0.0,0.0
2021-04-01 00:00:00-04:00,88.64158915318174,89.23898624286139,88.6234891407891,89.22088623046875,2552200,0.0,0.0,0.0
2021-04-05 00:00:00-04:00,89.78207533449451,90.30705851652218,89.7639684179415,90.24369812011719,2396300,0.0,0.0,0.0
2021-04-06 00:00:00-04:00,89.81828470928605,90.27990750748745,89.80017779223964,90.05361938476562,1418300,0.0,0.0,0.0
2021-04-07 00:00:00-04:00,89.88163140385569,90.04455910360569,89.68249678129854,89.91783142089844,1481400,0.0,0.0,0.0
2021-04-08 00:00:00-04:00,90.34327042717959,90.50619815631738,90.12603575691774,90.48809814453125,1327600,0.0,0.0,0.0
2021-04-09 00:00:00-04:00,90.31610727263062,90.82299041748047,90.24369342171923,90.82299041748047,851200,0.0,0.0,0.0
2021-04-12 00:00:00-04:00,90.60576584085494,90.71438662929462,90.37042425211844,90.63291931152344,1347000,0.0,0.0,0.0
2021-04-13 00:00:00-04:00,90.67817333724975,91.10359609658103,90.59670602519482,90.97687530517578,1460700,0.0,0.0,0.0
2021-04-14 00:00:00-04:00,91.06737934707303,91.38418129141576,90.80488433439922,90.94065856933594,1588300,0.0,0.0,0.0
2021-04-15 00:00:00-04:00,91.51092434175897,91.84583328201357,91.4475639374693,91.81867980957031,1537700,0.0,0.0,0.0
2021-04-16 00:00:00-04:00,92.12643150174392,92.22599884126294,91.78247599616593,92.17169189453125,1856200,0.0,0.0,0.0
2021-04-19 00:00:00-04:00,92.04495857809368,92.11736552864458,91.43850116365111,91.75531005859375,1489000,0.0,0.0,0.0
2021-04-20 00:00:00-04:00,91.27555574597814,91.3932299661223,90.40661035592414,90.72341918945312,2455600,0.0,0.0,0.0
2021-04-21 00:00:00-04:00,90.56051767296904,91.6647980109662,90.45189687815483,91.64669799804688,1256300,0.0,0.0,0.0
2021-04-22 00:00:00-04:00,91.64670282534048,91.89109099433747,90.83206408573972,91.0674057006836,1949100,0.0,0.0,0.0
2021-04-23 00:00:00-04:00,91.38417160012442,92.36173770108061,91.37511814388489,92.12639617919922,1260500,0.0,0.0,0.0
2021-04-26 00:00:00-04:00,92.22597568565247,92.47941724778943,92.16261529511823,92.39795684814453,1371700,0.0,0.0,0.0
2021-04-27 00:00:00-04:00,92.23502523226946,92.36174600796491,92.08115099117705,92.29838562011719,1776700,0.0,0.0,0.0
