Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2016-02-01 00:00:00-05:00,163.17658500094745,164.91404149784807,162.5917813716696,164.12582397460938,136061600,0.0,0.0,0.0
2016-02-02 00:00:00-05:00,162.69347944467827,162.70195017314046,160.6424251047614,161.16790771484375,182564900,0.0,0.0,0.0
2016-02-03 00:00:00-05:00,162.22729344199712,162.54087844434653,158.5744057909078,162.13406372070312,205054900,0.0,0.0,0.0
2016-02-04 00:00:00-05:00,161.63408839735533,163.36306141152716,160.99843446190192,162.38839721679688,139531800,0.0,0.0,0.0
2016-02-05 00:00:00-05:00,161.8713696544324,162.44768958017656,158.65919175756093,159.2948455810547,180788300,0.0,0.0,0.0
2016-02-08 00:00:00-05:00,157.4471867779779,157.74381741065756,154.92999710164545,157.15054321289062,191526700,0.0,0.0,0.0
2016-02-09 00:00:00-05:00,155.40464456115956,158.43883364400986,155.26903531074603,157.15904235839844,184513100,0.0,0.0,0.0
2016-02-10 00:00:00-05:00,157.98964607760746,159.6253890838238,156.89631423143294,157.02345275878906,148214100,0.0,0.0,0.0
2016-02-11 00:00:00-05:00,154.54017233975122,156.03184842816853,153.480749178051,154.98089599609375,219058900,0.0,0.0,0.0
2016-02-12 00:00:00-05:00,156.7607442996817,158.1930736627198,155.91320570425881,158.17613220214844,127632400,0.0,0.0,0.0
2016-02-16 00:00:00-05:00,159.98983130481827,160.87126557213108,159.0236380224671,160.84584045410156,120250700,0.0,0.0,0.0
2016-02-17 00:00:00-05:00,162.01545365258227,163.84613981340942,161.8883151252854,163.4732208251953,136009500,0.0,0.0,0.0
2016-02-18 00:00:00-05:00,163.7444180537533,163.80375194994778,162.49006482934385,162.80364990234375,102343000,0.0,0.0,0.0
2016-02-19 00:00:00-05:00,162.02388241312656,162.87989137259137,161.41365385091558,162.7273406982422,114793000,0.0,0.0,0.0
2016-02-22 00:00:00-05:00,164.3122331974536,165.22757604156243,164.24442858688178,165.08349609375,103640300,0.0,0.0,0.0
